PUHour,PUZone,month,count
morning,Madison,2,19
morning,Inwood Hill Park,2,19
midnight,Pelham Parkway,2,19
morning,Stapleton,2,19
afternoon,Woodhaven,2,19
evening,Soundview/Castle Hill,2,19
afternoon,Kingsbridge Heights,2,19
midnight,Van Cortlandt Park,2,19
evening,Howard Beach,2,19
evening,Green-Wood Cemetery,2,19
afternoon,Bedford Park,2,18
afternoon,Madison,2,18
afternoon,Hillcrest/Pomonok,2,18
evening,Inwood Hill Park,2,18
evening,Highbridge Park,2,18
morning,Sheepshead Bay,2,18
afternoon,Jamaica Estates,2,18
morning,Hillcrest/Pomonok,2,18
evening,Norwood,2,18
midnight,Belmont,2,18
evening,Belmont,2,18
evening,Madison,2,18
afternoon,East Flatbush/Remsen Village,2,18
morning,Queens Village,2,18
morning,Bensonhurst West,2,18
afternoon,Hunts Point,2,18
midnight,Riverdale/North Riverdale/Fieldston,2,17
evening,Ozone Park,2,17
morning,Soundview/Castle Hill,2,17
midnight,Fordham South,2,17
morning,East Tremont,2,17
evening,Astoria Park,2,17
afternoon,Sunset Park East,2,17
afternoon,Riverdale/North Riverdale/Fieldston,2,17
morning,Longwood,2,17
afternoon,Westchester Village/Unionport,2,17
midnight,Hillcrest/Pomonok,2,17
midnight,Arrochar/Fort Wadsworth,2,17
morning,Bensonhurst East,2,17
evening,Saint Michaels Cemetery/Woodside,2,17
midnight,Fresh Meadows,2,17
afternoon,Queensboro Hill,2,17
midnight,Queens Village,2,16
morning,Pelham Parkway,2,16
morning,Glendale,2,16
evening,Hunts Point,2,16
midnight,Gravesend,2,16
midnight,Coney Island,2,16
morning,Norwood,2,16
afternoon,Whitestone,2,16
morning,Ocean Parkway South,2,16
morning,Howard Beach,2,15
afternoon,Bath Beach,2,15
morning,Woodlawn/Wakefield,2,15
afternoon,Fordham South,2,15
midnight,Bronxdale,2,15
evening,Marine Park/Mill Basin,2,15
evening,Eastchester,2,15
midnight,Bath Beach,2,15
afternoon,Inwood Hill Park,2,15
afternoon,Belmont,2,15
midnight,Murray Hill-Queens,2,15
midnight,Springfield Gardens North,2,15
midnight,Co-Op City,2,15
morning,Hunts Point,2,15
evening,Westchester Village/Unionport,2,14
evening,Fordham South,2,14
afternoon,Norwood,2,14
afternoon,Springfield Gardens North,2,14
afternoon,Coney Island,2,14
afternoon,East Tremont,2,14
midnight,Queensboro Hill,2,14
morning,Bath Beach,2,14
evening,Sheepshead Bay,2,13
midnight,Astoria Park,2,13
morning,Whitestone,2,13
afternoon,Fresh Meadows,2,13
midnight,Rosedale,2,13
midnight,Ozone Park,2,13
morning,Co-Op City,2,13
morning,Coney Island,2,13
morning,Willets Point,2,13
midnight,Bellerose,2,13
evening,Springfield Gardens North,2,13
evening,Glendale,2,13
midnight,Williamsbridge/Olinville,2,13
midnight,Madison,2,13
afternoon,Dyker Heights,2,13
afternoon,Marine Park/Mill Basin,2,12
evening,Brighton Beach,2,12
afternoon,East Flushing,2,12
evening,West Farms/Bronx River,2,12
afternoon,East Flatbush/Farragut,2,12
afternoon,Co-Op City,2,12
afternoon,Crotona Park East,2,12
evening,Jamaica Estates,2,12
evening,Coney Island,2,12
morning,Schuylerville/Edgewater Park,2,12
morning,Belmont,2,12
evening,Woodhaven,2,12
afternoon,College Point,2,12
morning,Riverdale/North Riverdale/Fieldston,2,12
midnight,Sheepshead Bay,2,11
evening,College Point,2,11
afternoon,Williamsbridge/Olinville,2,11
evening,Riverdale/North Riverdale/Fieldston,2,11
morning,Fordham South,2,11
afternoon,Cambria Heights,2,11
evening,Queensboro Hill,2,11
afternoon,Rosedale,2,11
evening,Queens Village,2,11
midnight,Eastchester,2,11
midnight,Auburndale,2,11
evening,Dyker Heights,2,11
afternoon,Bensonhurst East,2,11
afternoon,Glen Oaks,2,11
midnight,Howard Beach,2,10
morning,Highbridge Park,2,10
morning,Springfield Gardens North,2,10
afternoon,Pelham Parkway,2,10
morning,Murray Hill-Queens,2,10
morning,Bellerose,2,10
morning,Gravesend,2,10
evening,Hillcrest/Pomonok,2,10
morning,Rosedale,2,10
midnight,College Point,2,10
morning,Cambria Heights,2,10
midnight,Bensonhurst East,2,10
morning,East Flushing,2,10
afternoon,Sheepshead Bay,2,9
evening,Bensonhurst East,2,9
midnight,Jamaica Estates,2,9
afternoon,Schuylerville/Edgewater Park,2,9
morning,Allerton/Pelham Gardens,2,9
afternoon,Brighton Beach,2,9
midnight,Marine Park/Mill Basin,2,9
morning,East New York/Pennsylvania Avenue,2,9
afternoon,Bayside,2,9
midnight,Allerton/Pelham Gardens,2,9
afternoon,Manhattan Beach,2,9
morning,Bayside,2,9
midnight,Pelham Bay,2,9
evening,Woodlawn/Wakefield,2,9
morning,Auburndale,2,9
afternoon,Willets Point,2,9
midnight,Brighton Beach,2,9
evening,Marine Park/Floyd Bennett Field,2,9
morning,Bronxdale,2,9
morning,West Farms/Bronx River,2,8
midnight,Manhattan Beach,2,8
evening,Murray Hill-Queens,2,8
evening,Schuylerville/Edgewater Park,2,8
morning,Marine Park/Mill Basin,2,8
afternoon,Laurelton,2,8
midnight,Oakland Gardens,2,8
evening,Co-Op City,2,8
evening,Rosedale,2,8
afternoon,Saint Albans,2,8
evening,Van Cortlandt Park,2,7
morning,Manhattan Beach,2,7
afternoon,Starrett City,2,7
morning,Ozone Park,2,7
morning,Hollis,2,7
midnight,Inwood Hill Park,2,7
evening,Bayside,2,7
afternoon,Longwood,2,7
evening,Bath Beach,2,7
midnight,Green-Wood Cemetery,2,7
afternoon,Van Cortlandt Park,2,7
morning,Glen Oaks,2,7
morning,Dyker Heights,2,7
afternoon,Bronx Park,2,7
evening,Bronx Park,2,7
midnight,Hollis,2,7
morning,Williamsbridge/Olinville,2,7
afternoon,West Farms/Bronx River,2,7
midnight,Bloomfield/Emerson Hill,2,7
evening,Williamsbridge/Olinville,2,6
morning,Van Cortlandt Park,2,6
morning,Jamaica Estates,2,6
midnight,Glen Oaks,2,6
evening,Cambria Heights,2,6
afternoon,Arrochar/Fort Wadsworth,2,6
afternoon,Highbridge Park,2,6
morning,Arrochar/Fort Wadsworth,2,6
evening,Starrett City,2,6
morning,Crotona Park East,2,6
evening,South Beach/Dongan Hills,2,6
evening,Oakland Gardens,2,5
morning,Far Rockaway,2,5
evening,Auburndale,2,5
evening,Willets Point,2,5
evening,Bellerose,2,5
afternoon,Douglaston,2,5
afternoon,Westerleigh,2,5
evening,Far Rockaway,2,5
midnight,Cambria Heights,2,5
afternoon,Oakland Gardens,2,5
afternoon,Woodlawn/Wakefield,2,5
evening,Pelham Bay,2,5
morning,Forest Park/Highland Park,2,5
evening,Bronxdale,2,5
evening,Fresh Meadows,2,5
evening,Stapleton,2,5
morning,Bloomfield/Emerson Hill,2,5
evening,Saint Albans,2,4
midnight,South Beach/Dongan Hills,2,4
midnight,Rockaway Park,2,4
afternoon,Bronxdale,2,4
morning,Bronx Park,2,4
morning,Fresh Meadows,2,4
morning,Laurelton,2,4
afternoon,Forest Park/Highland Park,2,4
morning,Oakland Gardens,2,4
evening,Allerton/Pelham Gardens,2,4
evening,Forest Park/Highland Park,2,4
midnight,Saint Albans,2,4
morning,Eastchester,2,4
evening,Douglaston,2,4
midnight,Great Kills,2,4
midnight,Laurelton,2,4
morning,Green-Wood Cemetery,2,3
midnight,Bay Terrace/Fort Totten,2,3
morning,Saint Albans,2,3
afternoon,Auburndale,2,3
midnight,Heartland Village/Todt Hill,2,3
midnight,Forest Park/Highland Park,2,3
morning,Bay Terrace/Fort Totten,2,3
afternoon,Hammels/Arverne,2,3
afternoon,Green-Wood Cemetery,2,3
afternoon,Jamaica Bay,2,3
afternoon,City Island,2,3
afternoon,Bay Terrace/Fort Totten,2,3
midnight,Douglaston,2,3
evening,Eltingville/Annadale/Prince's Bay,2,3
midnight,Hammels/Arverne,2,3
midnight,Bronx Park,2,3
midnight,West Brighton,2,3
afternoon,Murray Hill-Queens,2,3
afternoon,Heartland Village/Todt Hill,2,3
evening,Rockaway Park,2,2
afternoon,Allerton/Pelham Gardens,2,2
midnight,Stapleton,2,2
morning,West Brighton,2,2
evening,Hammels/Arverne,2,2
evening,Westerleigh,2,2
midnight,Westerleigh,2,2
midnight,Rossville/Woodrow,2,2
evening,Hollis,2,2
evening,Pelham Bay Park,2,2
midnight,Whitestone,2,2
morning,Marine Park/Floyd Bennett Field,2,2
evening,City Island,2,2
evening,Jamaica Bay,2,2
midnight,Grymes Hill/Clifton,2,2
morning,Mariners Harbor,2,2
midnight,Starrett City,2,2
morning,Pelham Bay,2,2
evening,Arrochar/Fort Wadsworth,2,2
evening,Saint George/New Brighton,2,2
morning,Oakwood,2,2
evening,Port Richmond,2,2
evening,Bay Terrace/Fort Totten,2,2
midnight,Far Rockaway,2,2
midnight,Pelham Bay Park,2,2
midnight,City Island,2,2
midnight,New Dorp/Midland Beach,2,2
morning,Breezy Point/Fort Tilden/Riis Beach,2,2
afternoon,Mariners Harbor,2,1
morning,Port Richmond,2,1
afternoon,Eltingville/Annadale/Prince's Bay,2,1
afternoon,Stapleton,2,1
morning,Saint George/New Brighton,2,1
midnight,Crotona Park,2,1
afternoon,Governor's Island/Ellis Island/Liberty Island,2,1
evening,Manhattan Beach,2,1
midnight,Charleston/Tottenville,2,1
midnight,Broad Channel,2,1
afternoon,Hollis,2,1
morning,Governor's Island/Ellis Island/Liberty Island,2,1
midnight,East Flushing,2,1
midnight,Marine Park/Floyd Bennett Field,2,1
evening,Bloomfield/Emerson Hill,2,1
afternoon,Bloomfield/Emerson Hill,2,1
afternoon,Saint George/New Brighton,2,1
evening,Rikers Island,2,1
midnight,Governor's Island/Ellis Island/Liberty Island,2,1
morning,Country Club,2,1
evening,Laurelton,2,1
evening,Charleston/Tottenville,2,1
morning,Crotona Park,2,1
midnight,Freshkills Park,2,1
morning,Hammels/Arverne,2,1
afternoon,Broad Channel,2,1
afternoon,Country Club,2,1
afternoon,Pelham Bay,2,1
evening,Glen Oaks,2,1
morning,Grymes Hill/Clifton,2,1
afternoon,Rockaway Park,2,1
afternoon,South Beach/Dongan Hills,2,1
morning,Jamaica Bay,2,1
afternoon,Far Rockaway,2,1
morning,South Beach/Dongan Hills,2,1
midnight,Country Club,2,1
afternoon,New Dorp/Midland Beach,2,1
evening,Crotona Park,2,1
morning,Rockaway Park,2,1
morning,New Dorp/Midland Beach,2,1
morning,Westerleigh,2,1
evening,West Brighton,2,1
midnight,Willets Point,2,1
evening,East Flushing,2,1
evening,Mariners Harbor,2,1
morning,Starrett City,2,1
midnight,Saint George/New Brighton,2,1
afternoon,Upper East Side South,3,150808
evening,Times Sq/Theatre District,3,146455
evening,Midtown Center,3,145936
afternoon,Upper East Side North,3,140461
evening,Union Sq,3,136346
afternoon,Midtown Center,3,135698
evening,Midtown East,3,130717
evening,East Village,3,123070
evening,Clinton East,3,119759
evening,Penn Station/Madison Sq West,3,116532
evening,Lincoln Square East,3,113718
morning,Upper East Side North,3,113448
evening,Murray Hill,3,113247
evening,Upper East Side South,3,112610
morning,Penn Station/Madison Sq West,3,111211
afternoon,Midtown East,3,109502
afternoon,Union Sq,3,108632
morning,Upper East Side South,3,105202
evening,Midtown North,3,103272
afternoon,Penn Station/Madison Sq West,3,101209
afternoon,Murray Hill,3,100428
afternoon,Upper West Side South,3,96854
morning,Murray Hill,3,95622
evening,LaGuardia Airport,3,95347
afternoon,Times Sq/Theatre District,3,95177
afternoon,Lincoln Square East,3,93531
evening,Gramercy,3,90593
evening,JFK Airport,3,90470
afternoon,Midtown North,3,90263
evening,Upper East Side North,3,89776
evening,Midtown South,3,89295
afternoon,LaGuardia Airport,3,87792
evening,West Village,3,86748
midnight,East Village,3,85641
morning,Clinton East,3,85057
morning,Midtown East,3,83355
evening,East Chelsea,3,82694
evening,Upper West Side South,3,81589
afternoon,JFK Airport,3,79293
morning,Lenox Hill West,3,72387
afternoon,Lenox Hill West,3,72041
morning,Midtown Center,3,71994
afternoon,Midtown South,3,71658
afternoon,Clinton East,3,70639
evening,Lenox Hill West,3,70574
evening,Sutton Place/Turtle Bay North,3,69936
evening,Flatiron,3,69597
evening,TriBeCa/Civic Center,3,69011
morning,Upper West Side South,3,68954
morning,Times Sq/Theatre District,3,68583
afternoon,Upper West Side North,3,67424
morning,Lincoln Square East,3,66924
afternoon,Gramercy,3,66233
evening,Greenwich Village North,3,65475
afternoon,East Chelsea,3,65320
evening,Garment District,3,64932
morning,Gramercy,3,64337
morning,Union Sq,3,62709
morning,Garment District,3,62592
evening,NV,3,62163
morning,Upper West Side North,3,61648
evening,Greenwich Village South,3,60484
morning,Lenox Hill East,3,60242
afternoon,Lenox Hill East,3,59802
midnight,Lower East Side,3,59301
afternoon,Garment District,3,57582
afternoon,Flatiron,3,57092
afternoon,East Village,3,57006
evening,Yorkville West,3,56169
afternoon,NV,3,56048
afternoon,TriBeCa/Civic Center,3,56001
morning,Sutton Place/Turtle Bay North,3,55409
morning,Midtown North,3,55278
morning,East Chelsea,3,53992
afternoon,Central Park,3,53869
morning,Yorkville West,3,53778
afternoon,Yorkville West,3,53468
morning,LaGuardia Airport,3,53305
evening,Lower East Side,3,52015
afternoon,Sutton Place/Turtle Bay North,3,51888
midnight,Clinton East,3,51729
evening,Upper West Side North,3,51276
afternoon,Greenwich Village North,3,50675
morning,Midtown South,3,50538
morning,Yorkville East,3,50420
morning,East Village,3,50310
afternoon,West Chelsea/Hudson Yards,3,48662
midnight,Times Sq/Theatre District,3,48072
evening,Little Italy/NoLiTa,3,47767
afternoon,West Village,3,47532
evening,UN/Turtle Bay South,3,47436
evening,Lenox Hill East,3,47378
morning,TriBeCa/Civic Center,3,45441
morning,Flatiron,3,45359
evening,Kips Bay,3,44403
evening,West Chelsea/Hudson Yards,3,44026
afternoon,UN/Turtle Bay South,3,43065
midnight,West Village,3,42924
morning,JFK Airport,3,42088
morning,NV,3,41907
morning,Greenwich Village North,3,41021
morning,West Village,3,40725
afternoon,Lincoln Square West,3,39951
evening,Meatpacking/West Village West,3,39767
morning,Kips Bay,3,39216
morning,Lincoln Square West,3,38849
morning,UN/Turtle Bay South,3,37921
afternoon,Yorkville East,3,37862
afternoon,Kips Bay,3,36927
midnight,Greenwich Village South,3,35338
midnight,Midtown South,3,34870
afternoon,Clinton West,3,34752
midnight,East Chelsea,3,34546
midnight,Union Sq,3,33916
morning,Central Park,3,33534
morning,West Chelsea/Hudson Yards,3,33356
evening,SoHo,3,32612
evening,Central Park,3,32222
morning,Battery Park City,3,32110
evening,Clinton West,3,32009
afternoon,Battery Park City,3,31588
afternoon,Greenwich Village South,3,31019
afternoon,Manhattan Valley,3,30597
morning,Manhattan Valley,3,29594
afternoon,Little Italy/NoLiTa,3,29427
evening,Lincoln Square West,3,29333
afternoon,Meatpacking/West Village West,3,29178
morning,Clinton West,3,29012
midnight,Gramercy,3,28553
evening,Financial District North,3,28497
midnight,Penn Station/Madison Sq West,3,28036
evening,Battery Park City,3,27797
afternoon,SoHo,3,27316
midnight,Murray Hill,3,26077
evening,Yorkville East,3,25488
midnight,JFK Airport,3,24864
morning,East Harlem South,3,24748
midnight,Meatpacking/West Village West,3,24717
morning,Meatpacking/West Village West,3,24071
afternoon,Financial District North,3,23872
midnight,Midtown Center,3,23824
evening,Manhattan Valley,3,23763
afternoon,East Harlem South,3,23704
midnight,Little Italy/NoLiTa,3,23535
midnight,Midtown North,3,23102
afternoon,World Trade Center,3,22775
midnight,Garment District,3,22763
evening,Hudson Sq,3,21979
midnight,Flatiron,3,21769
midnight,Midtown East,3,21624
midnight,NV,3,20950
afternoon,Lower East Side,3,20640
midnight,TriBeCa/Civic Center,3,20271
morning,Financial District North,3,18931
afternoon,Morningside Heights,3,18775
morning,Greenwich Village South,3,18434
afternoon,Hudson Sq,3,18105
midnight,Sutton Place/Turtle Bay North,3,18098
midnight,Lenox Hill West,3,17397
evening,World Trade Center,3,17396
midnight,Yorkville West,3,17369
evening,East Harlem South,3,17298
evening,Morningside Heights,3,16615
midnight,West Chelsea/Hudson Yards,3,16300
midnight,Lincoln Square East,3,16065
evening,Financial District South,3,15784
morning,Lower East Side,3,15483
midnight,Greenwich Village North,3,15358
morning,Morningside Heights,3,15322
morning,SoHo,3,14232
midnight,Upper West Side South,3,14223
morning,East Harlem North,3,14031
morning,Little Italy/NoLiTa,3,13560
midnight,Kips Bay,3,13493
afternoon,Financial District South,3,13447
morning,Hudson Sq,3,13116
morning,Central Harlem,3,12686
morning,Stuy Town/Peter Cooper Village,3,12615
morning,World Trade Center,3,12414
midnight,Upper East Side South,3,12377
midnight,Clinton West,3,11979
evening,Central Harlem,3,11645
afternoon,East Harlem North,3,11539
afternoon,Central Harlem,3,11349
evening,East Harlem North,3,11140
morning,Bloomingdale,3,10363
midnight,LaGuardia Airport,3,10345
midnight,Hudson Sq,3,9698
midnight,Upper West Side North,3,9371
afternoon,Bloomingdale,3,9151
midnight,SoHo,3,9106
midnight,Upper East Side North,3,9051
midnight,UN/Turtle Bay South,3,8987
evening,Alphabet City,3,8850
evening,Bloomingdale,3,8394
morning,Sunnyside,3,8201
morning,Financial District South,3,7807
evening,Seaport,3,7780
evening,Chinatown,3,7766
midnight,Lenox Hill East,3,7757
midnight,Alphabet City,3,7714
morning,Alphabet City,3,7695
afternoon,Stuy Town/Peter Cooper Village,3,7694
evening,Two Bridges/Seward Park,3,7491
morning,Central Harlem North,3,7224
afternoon,Chinatown,3,7115
evening,Stuy Town/Peter Cooper Village,3,7034
evening,Park Slope,3,6971
midnight,Financial District North,3,6921
midnight,East Harlem South,3,6226
morning,Astoria,3,6196
midnight,Williamsburg (North Side),3,6182
midnight,Astoria,3,5836
evening,Williamsburg (North Side),3,5736
midnight,Williamsburg (South Side),3,5602
midnight,Two Bridges/Seward Park,3,5526
afternoon,Seaport,3,5428
evening,Fort Greene,3,5380
afternoon,Alphabet City,3,5335
midnight,East Harlem North,3,5285
evening,Central Harlem North,3,5123
evening,Downtown Brooklyn/MetroTech,3,4910
afternoon,Sunnyside,3,4890
midnight,Central Harlem,3,4878
afternoon,Central Harlem North,3,4766
midnight,Morningside Heights,3,4699
morning,Hamilton Heights,3,4644
evening,Williamsburg (South Side),3,4640
midnight,Yorkville East,3,4633
morning,Washington Heights South,3,4631
afternoon,Two Bridges/Seward Park,3,4569
morning,Seaport,3,4567
midnight,Manhattan Valley,3,4545
morning,Brooklyn Heights,3,4531
evening,Long Island City/Hunters Point,3,4437
evening,Boerum Hill,3,4375
midnight,Lincoln Square West,3,4243
midnight,Sunnyside,3,4137
morning,Downtown Brooklyn/MetroTech,3,4129
morning,Chinatown,3,4111
afternoon,Long Island City/Hunters Point,3,4097
evening,Astoria,3,3966
midnight,Financial District South,3,3904
afternoon,Astoria,3,3709
evening,Sunnyside,3,3622
evening,Brooklyn Heights,3,3611
afternoon,Downtown Brooklyn/MetroTech,3,3577
morning,Two Bridges/Seward Park,3,3541
evening,Hamilton Heights,3,3534
evening,Manhattanville,3,3473
midnight,Battery Park City,3,3424
morning,Cobble Hill,3,3409
midnight,World Trade Center,3,3361
midnight,Central Park,3,3276
morning,Manhattanville,3,3253
morning,Long Island City/Queens Plaza,3,3246
morning,Long Island City/Hunters Point,3,3241
midnight,East Williamsburg,3,3240
midnight,Chinatown,3,3198
morning,Steinway,3,3171
midnight,Park Slope,3,3168
morning,Carroll Gardens,3,3148
afternoon,Manhattanville,3,3144
evening,Washington Heights South,3,3085
afternoon,Long Island City/Queens Plaza,3,3073
evening,Long Island City/Queens Plaza,3,3049
morning,Old Astoria,3,3004
morning,Woodside,3,2933
midnight,Bloomingdale,3,2933
afternoon,Washington Heights South,3,2831
midnight,Central Harlem North,3,2830
afternoon,Hamilton Heights,3,2769
midnight,Stuy Town/Peter Cooper Village,3,2724
morning,Boerum Hill,3,2679
midnight,Long Island City/Hunters Point,3,2607
morning,Queensbridge/Ravenswood,3,2551
afternoon,Brooklyn Heights,3,2519
evening,Greenpoint,3,2510
afternoon,Boerum Hill,3,2485
midnight,Long Island City/Queens Plaza,3,2474
midnight,Fort Greene,3,2462
midnight,Greenpoint,3,2443
morning,Park Slope,3,2370
midnight,Hamilton Heights,3,2349
midnight,Jackson Heights,3,2201
midnight,Boerum Hill,3,2170
midnight,Seaport,3,2155
morning,Jackson Heights,3,2091
evening,East Williamsburg,3,2068
afternoon,Battery Park,3,1965
afternoon,Park Slope,3,1962
midnight,Bushwick South,3,1939
morning,Fort Greene,3,1928
afternoon,Fort Greene,3,1908
evening,Clinton Hill,3,1904
midnight,Downtown Brooklyn/MetroTech,3,1897
evening,Carroll Gardens,3,1807
midnight,Woodside,3,1774
evening,NA,3,1761
evening,Prospect Heights,3,1629
midnight,Washington Heights South,3,1624
afternoon,Old Astoria,3,1510
afternoon,Queensbridge/Ravenswood,3,1507
evening,DUMBO/Vinegar Hill,3,1504
evening,Cobble Hill,3,1488
evening,Bedford,3,1464
midnight,NA,3,1458
afternoon,Williamsburg (North Side),3,1458
midnight,Manhattanville,3,1419
midnight,Old Astoria,3,1386
afternoon,Steinway,3,1355
midnight,Clinton Hill,3,1354
evening,Old Astoria,3,1281
midnight,Steinway,3,1252
midnight,Bedford,3,1247
morning,DUMBO/Vinegar Hill,3,1244
evening,Steinway,3,1228
afternoon,Williamsburg (South Side),3,1195
afternoon,Woodside,3,1187
afternoon,Cobble Hill,3,1160
midnight,Elmhurst,3,1142
midnight,Bushwick North,3,1105
afternoon,Jackson Heights,3,1077
midnight,Brooklyn Heights,3,1041
afternoon,DUMBO/Vinegar Hill,3,1040
midnight,Crown Heights North,3,1025
afternoon,Greenpoint,3,1002
evening,Jackson Heights,3,985
afternoon,Carroll Gardens,3,969
evening,Bushwick South,3,959
afternoon,NA,3,934
morning,NA,3,929
evening,Woodside,3,925
midnight,Prospect Heights,3,924
morning,Elmhurst,3,914
afternoon,Baisley Park,3,910
evening,Crown Heights North,3,907
midnight,Queensbridge/Ravenswood,3,887
evening,Queensbridge/Ravenswood,3,864
morning,Williamsburg (South Side),3,845
evening,Washington Heights North,3,844
morning,Williamsburg (North Side),3,813
evening,Gowanus,3,769
midnight,Carroll Gardens,3,764
morning,Greenpoint,3,727
morning,Clinton Hill,3,725
morning,West Concourse,3,717
morning,Battery Park,3,645
afternoon,Mott Haven/Port Morris,3,633
morning,Forest Hills,3,625
midnight,Mott Haven/Port Morris,3,622
evening,Battery Park,3,612
afternoon,West Concourse,3,610
midnight,Gowanus,3,609
afternoon,Clinton Hill,3,606
midnight,Stuyvesant Heights,3,581
evening,South Williamsburg,3,564
morning,Washington Heights North,3,547
evening,Mott Haven/Port Morris,3,538
midnight,Washington Heights North,3,521
morning,Mott Haven/Port Morris,3,512
morning,East Elmhurst,3,506
afternoon,Flushing Meadows-Corona Park,3,502
evening,West Concourse,3,493
midnight,South Williamsburg,3,490
midnight,Cobble Hill,3,490
afternoon,Prospect Heights,3,477
afternoon,Elmhurst,3,474
midnight,Elmhurst/Maspeth,3,466
evening,Baisley Park,3,466
evening,Stuyvesant Heights,3,457
midnight,Prospect-Lefferts Gardens,3,448
morning,Prospect Heights,3,445
morning,Prospect-Lefferts Gardens,3,445
evening,Elmhurst,3,444
morning,Baisley Park,3,431
afternoon,East Elmhurst,3,430
afternoon,Washington Heights North,3,426
morning,Crown Heights North,3,422
morning,Bedford,3,419
afternoon,Gowanus,3,410
morning,Elmhurst/Maspeth,3,408
evening,Inwood,3,400
evening,Bushwick North,3,382
midnight,West Concourse,3,361
afternoon,East Williamsburg,3,356
evening,Prospect-Lefferts Gardens,3,355
afternoon,Bedford,3,354
afternoon,Newark Airport,3,352
midnight,Forest Hills,3,351
midnight,Flatbush/Ditmas Park,3,351
afternoon,Jamaica,3,351
morning,Sunset Park West,3,333
afternoon,South Jamaica,3,323
afternoon,Crown Heights North,3,319
midnight,DUMBO/Vinegar Hill,3,317
morning,East Williamsburg,3,311
morning,Gowanus,3,311
morning,Saint Michaels Cemetery/Woodside,3,309
midnight,Sunset Park West,3,298
midnight,Inwood,3,294
morning,Flatbush/Ditmas Park,3,289
afternoon,South Ozone Park,3,286
evening,Sunset Park West,3,279
morning,Rego Park,3,279
evening,Forest Hills,3,271
morning,Inwood,3,270
afternoon,Elmhurst/Maspeth,3,267
evening,Elmhurst/Maspeth,3,266
evening,East Elmhurst,3,264
evening,Flushing Meadows-Corona Park,3,261
afternoon,Forest Hills,3,258
afternoon,Prospect-Lefferts Gardens,3,248
evening,Flatbush/Ditmas Park,3,244
morning,Flushing Meadows-Corona Park,3,243
morning,Cypress Hills,3,241
evening,Red Hook,3,237
morning,Columbia Street,3,237
afternoon,Briarwood/Jamaica Hills,3,234
midnight,East Elmhurst,3,233
afternoon,Sunset Park West,3,225
midnight,Rego Park,3,221
midnight,Ridgewood,3,221
afternoon,Springfield Gardens South,3,219
morning,Melrose South,3,210
morning,Kensington,3,207
afternoon,Kew Gardens,3,205
afternoon,Randalls Island,3,204
morning,Newark Airport,3,193
morning,Bushwick South,3,191
afternoon,Melrose South,3,190
evening,Roosevelt Island,3,188
afternoon,Bushwick South,3,187
evening,Melrose South,3,187
evening,Crown Heights South,3,186
afternoon,Rego Park,3,186
morning,East Concourse/Concourse Village,3,183
morning,Kew Gardens,3,182
afternoon,Prospect Park,3,181
midnight,Melrose South,3,180
afternoon,Inwood,3,180
evening,Jamaica,3,177
midnight,Crown Heights South,3,175
evening,Bay Ridge,3,174
midnight,Battery Park,3,172
morning,Jamaica,3,171
evening,Rego Park,3,169
midnight,North Corona,3,168
evening,Columbia Street,3,167
midnight,Maspeth,3,165
afternoon,Flatbush/Ditmas Park,3,164
evening,South Ozone Park,3,162
morning,Stuyvesant Heights,3,161
evening,Prospect Park,3,159
midnight,East Concourse/Concourse Village,3,157
morning,Flushing,3,157
evening,Brooklyn Navy Yard,3,156
afternoon,South Williamsburg,3,156
evening,Kensington,3,156
midnight,Bay Ridge,3,155
afternoon,Flushing,3,154
afternoon,Saint Michaels Cemetery/Woodside,3,153
morning,Briarwood/Jamaica Hills,3,151
evening,Springfield Gardens South,3,149
evening,Randalls Island,3,148
evening,South Jamaica,3,146
evening,East Concourse/Concourse Village,3,146
afternoon,Cypress Hills,3,142
afternoon,Red Hook,3,140
morning,South Ozone Park,3,138
midnight,Kensington,3,137
evening,Ridgewood,3,136
morning,Bay Ridge,3,135
afternoon,East Concourse/Concourse Village,3,133
morning,Highbridge,3,132
evening,Briarwood/Jamaica Hills,3,131
morning,Morrisania/Melrose,3,129
morning,Red Hook,3,128
morning,Randalls Island,3,125
midnight,Baisley Park,3,124
afternoon,Richmond Hill,3,124
evening,Kew Gardens,3,123
evening,Maspeth,3,122
evening,Windsor Terrace,3,121
morning,South Jamaica,3,118
afternoon,Brooklyn Navy Yard,3,115
afternoon,Maspeth,3,113
afternoon,Roosevelt Island,3,108
afternoon,Stuyvesant Heights,3,107
morning,Windsor Terrace,3,106
evening,Flushing,3,106
midnight,Saint Michaels Cemetery/Woodside,3,103
afternoon,Corona,3,102
midnight,Mount Hope,3,101
midnight,Corona,3,100
midnight,Flushing Meadows-Corona Park,3,98
morning,Prospect Park,3,97
midnight,Morrisania/Melrose,3,97
afternoon,Kensington,3,97
midnight,Erasmus,3,96
afternoon,East New York,3,95
midnight,Ocean Hill,3,94
evening,Newark Airport,3,94
morning,Ocean Hill,3,92
midnight,Jamaica,3,92
midnight,Windsor Terrace,3,92
midnight,Roosevelt Island,3,92
midnight,Prospect Park,3,91
morning,Springfield Gardens South,3,91
midnight,Briarwood/Jamaica Hills,3,90
evening,East New York,3,89
morning,University Heights/Morris Heights,3,87
afternoon,Highbridge,3,85
morning,South Williamsburg,3,85
afternoon,Columbia Street,3,84
morning,Richmond Hill,3,84
midnight,East New York,3,83
morning,Bushwick North,3,83
evening,Corona,3,81
